HS Code,Commodity Name,Year,Month,Country,Nominal Value,Annual Inflation Rate,CPI,Real Value,Category Type
7408,Copper Wire,2023,,Chile,51166310,4.12,139.7235,36619688.16984974,Advanced Product
7408,Copper Wire,2024,,Chile,72134318,2.9,143.7755,50171495.143470205,Advanced Product
7408,Copper Wire,2025,,Chile,44481868,2.8,147.8012,30095742.118467238,Advanced Product
7408,Copper Wire,2016,,Ecuador,99652,1.26,110.0632,90540.7075207699,Advanced Product
7408,Copper Wire,2025,,Ecuador,578012,2.8,147.8012,391073.9560977854,Advanced Product
7408,Copper Wire,2015,,Peru,37412739,0.12,108.6937,34420338.06927172,Advanced Product
7408,Copper Wire,2016,,Peru,23323940,1.26,110.0632,21191406.391963888,Advanced Product
7408,Copper Wire,2017,,Peru,32248277,2.13,112.4076,28688698.09514659,Advanced Product
7408,Copper Wire,2018,,Peru,41332046,2.44,115.1503,35893997.670870155,Advanced Product
7408,Copper Wire,2019,,Peru,36479793,1.81,117.2345,31116943.39123722,Advanced Product
7408,Copper Wire,2020,,Peru,27571305,1.23,118.6765,23232320.63635176,Advanced Product
7408,Copper Wire,2021,,Peru,61294477,4.7,124.2543,49329863.83569825,Advanced Product
7408,Copper Wire,2022,,Peru,65172582,8.0,134.1947,48565690.001169935,Advanced Product
7408,Copper Wire,2023,,Peru,51052847,4.12,139.7235,36538482.789223,Advanced Product
7408,Copper Wire,2024,,Peru,65787798,2.9,143.7755,45757307.74714746,Advanced Product
7408,Copper Wire,2025,,Peru,57399259,2.8,147.8012,38835448.56198732,Advanced Product
2525,"Mica, Including Splittings; Mica Waste",2015,,Brazil,392130,0.12,108.6937,360766.0793587853,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2016,,Brazil,696840,1.26,110.0632,633127.1487654366,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2017,,Brazil,924735,2.13,112.4076,822662.3466740682,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2018,,Brazil,950971,2.44,115.1503,825851.951753491,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2019,,Brazil,542578,1.81,117.2345,462814.2739551924,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2020,,Brazil,611860,1.23,118.6765,515569.63678571576,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2021,,Brazil,617806,4.7,124.2543,497210.96171319624,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2022,,Brazil,1153901,8.0,134.1947,859870.7698590183,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2023,,Brazil,1029610,4.12,139.7235,736891.0741571747,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2024,,Brazil,838321,2.9,143.7755,583076.393404996,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2025,,Brazil,138421,2.8,147.8012,93653.50213665383,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2018,,Colombia,24232,2.44,115.1503,21043.80101484755,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2019,,Colombia,12974,1.81,117.2345,11066.70817890638,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2020,,Colombia,32968,1.23,118.6765,27779.720500688847,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2021,,Colombia,90352,4.7,124.2543,72715.39093616881,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2022,,Colombia,77328,8.0,134.1947,57623.736257840275,Ore / Raw
2525,"Mica, Including Splittings; Mica Waste",2023,,Colombia,32311,4.12,139.7235,23124.957505358798,Ore / Raw
2616,Precious Metal Ores And Concentrates,2025,,Chile,2794,2.8,147.8012,1890.3770740697641,Ore / Raw
2616,Precious Metal Ores And Concentrates,2023,,Colombia,442041,4.12,139.7235,316368.39901662926,Ore / Raw
2616,Precious Metal Ores And Concentrates,2017,,Ecuador,64493,2.13,112.4076,57374.23448236595,Ore / Raw
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,2018,,Brazil,376380,2.44,115.1503,326859.7650201519,Compound
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,2021,,Brazil,1344990,4.7,124.2543,1082449.4605015682,Compound
2822,Cobalt Oxide & Hydroxide; Commercial Cobalt Oxides,2022,,Brazil,157200,8.0,134.1947,117143.22547760828,Compound
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2015,,Argentina,19740,0.12,108.6937,18161.12617382608,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2025,,Argentina,61501,2.8,147.8012,41610.622917811226,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2015,,Bolivia,12516044,0.12,108.6937,11514967.288812507,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2016,,Bolivia,5652240,1.26,110.0632,5135449.4508609595,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2017,,Bolivia,8626280,2.13,112.4076,7674107.444692352,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2018,,Bolivia,9242482,2.44,115.1503,8026450.647544992,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2019,,Bolivia,6903479,1.81,117.2345,5888607.0226767715,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2020,,Bolivia,4678302,1.23,118.6765,3942062.666155473,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2021,,Bolivia,7544202,4.7,124.2543,6071582.230956997,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2022,,Bolivia,13199018,8.0,134.1947,9835722.27517182,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2023,,Bolivia,11392397,4.12,139.7235,8153529.649629447,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2024,,Bolivia,16954078,2.9,143.7755,11792049.410365466,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2025,,Bolivia,62220208,2.8,147.8012,42097227.89801436,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2015,,Brazil,30914877,0.12,108.6937,28442197.661870006,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2016,,Brazil,27689284,1.26,110.0632,25157622.16617362,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2017,,Brazil,36461092,2.13,112.4076,32436500.73482576,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2018,,Brazil,129471779,2.44,115.1503,112437205.11366448,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2019,,Brazil,89526235,1.81,117.2345,76365093.04001808,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2020,,Brazil,35625656,1.23,118.6765,30019132.684229814,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2021,,Brazil,48643154,4.7,124.2543,39148064.89594324,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2022,,Brazil,63064148,8.0,134.1947,46994514.686496556,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2023,,Brazil,76423775,4.12,139.7235,54696436.17573278,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2024,,Brazil,65582017,2.9,143.7755,45614181.1365636,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2025,,Brazil,40897462,2.8,147.8012,27670588.601445727,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2015,,Chile,19242435,0.12,108.6937,17703358.152312417,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2016,,Chile,34219391,1.26,110.0632,31090674.26714833,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2017,,Chile,35086195,2.13,112.4076,31213365.466391955,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2018,,Chile,59530055,2.44,115.1503,51697698.57308231,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2019,,Chile,51726774,1.81,117.2345,44122484.422247715,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2020,,Chile,48627378,1.23,118.6765,40974732.15000442,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2021,,Chile,86488578,4.7,124.2543,69606104.57746734,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2022,,Chile,117169573,8.0,134.1947,87313115.19754505,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2023,,Chile,216151619,4.12,139.7235,154699545.17314553,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2024,,Chile,125944339,2.9,143.7755,87597914.10914934,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2025,,Chile,67688339,2.8,147.8012,45796880.53953554,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2015,,Peru,806970,0.12,108.6937,742425.733966182,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2016,,Peru,584936,1.26,110.0632,531454.6551435903,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2017,,Peru,661100,2.13,112.4076,588127.4931588256,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2018,,Peru,874998,2.44,115.1503,759874.702888312,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2019,,Peru,814309,1.81,117.2345,694598.4330551161,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2020,,Peru,368898,1.23,118.6765,310843.3430375854,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2021,,Peru,562178,4.7,124.2543,452441.4849224534,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2022,,Peru,1098230,8.0,134.1947,818385.5249126827,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2023,,Peru,797894,4.12,139.7235,571052.1136387222,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2024,,Peru,537045,2.9,143.7755,373530.2607189681,Unknown
2825,"Hydrazine Etc, Oth Inorg Bases; Metal Oxides Etc",2025,,Peru,3158285,2.8,147.8012,2136846.656184118,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2015,,Argentina,2435,0.12,108.6937,2240.2402347146153,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2016,,Argentina,134273,1.26,110.0632,121996.27123325509,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2016,,Brazil,10332,1.26,110.0632,9387.333822749111,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2017,,Brazil,99400,2.13,112.4076,88428.18457114999,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2018,,Brazil,279000,2.44,115.1503,242292.03050274294,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2019,,Brazil,2084,1.81,117.2345,1777.63371703722,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2020,,Brazil,335888,1.23,118.6765,283028.2322110948,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2021,,Brazil,975121,4.7,124.2543,784778.4744672821,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2022,,Brazil,1401143,8.0,134.1947,1044112.025288629,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2023,,Brazil,1916963,4.12,139.7235,1371968.924339857,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2024,,Brazil,1665165,2.9,143.7755,1158170.2028509725,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2025,,Brazil,488287,2.8,147.8012,330367.4124432007,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2015,,Chile,5567174,0.12,108.6937,5121892.069181562,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2016,,Chile,13447613,1.26,110.0632,12218082.883288875,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2017,,Chile,17786916,2.13,112.4076,15823588.440639243,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2018,,Chile,15141104,2.44,115.1503,13148992.23015485,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2019,,Chile,19422996,1.81,117.2345,16567645.189769223,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2020,,Chile,3333606,1.23,118.6765,2808985.772246401,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2021,,Chile,23215330,4.7,124.2543,18683723.62163724,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2022,,Chile,23209753,8.0,134.1947,17295580.973019052,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2023,,Chile,41580163,4.12,139.7235,29758890.23678909,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2024,,Chile,31047788,2.9,143.7755,21594630.51771686,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2025,,Chile,19251043,2.8,147.8012,13024957.17220158,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2015,,Colombia,126470,0.12,108.6937,116354.48972663548,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2016,,Colombia,72336,1.26,110.0632,65722.23958598333,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2017,,Colombia,80498,2.13,112.4076,71612.59558962205,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2018,,Colombia,97964,2.44,115.1503,85074.89776405272,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2019,,Colombia,108439,1.81,117.2345,92497.51566305141,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2020,,Colombia,92595,1.23,118.6765,78023.02899057523,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2021,,Colombia,108892,4.7,124.2543,87636.40373009224,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2022,,Colombia,189169,8.0,134.1947,140966.07392095216,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2023,,Colombia,90935,4.12,139.7235,65082.108593042685,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2024,,Colombia,76195,2.9,143.7755,52995.81639430919,Unknown
2841,Salts Of Oxometallic Or Peroxometallic Acids,2025,,Colombia,50810,2.8,147.8012,34377.25810074614,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Argentina,109773165,0.12,108.6937,100993125.63653643,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Argentina,84205662,1.26,110.0632,76506645.27289775,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Argentina,103585055,2.13,112.4076,92151291.37175778,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Argentina,153030143,2.44,115.1503,132896000.27095023,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Argentina,134665304,1.81,117.2345,114868322.89129908,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Argentina,93565194,1.23,118.6765,78840540.4608326,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Argentina,8039317,4.7,124.2543,6470051.338263545,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Argentina,12964245,8.0,134.1947,9660772.742887758,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Argentina,26208646,4.12,139.7235,18757507.505895574,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Argentina,28243886,2.9,143.7755,19644435.943536974,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Argentina,40330466,2.8,147.8012,27286967.900125302,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Bolivia,85857936,0.12,108.6937,78990719.79332748,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Bolivia,92661982,1.26,110.0632,84189794.59074424,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Bolivia,72507189,2.13,112.4076,64503813.79906697,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Bolivia,78029704,2.44,115.1503,67763352.76590683,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Bolivia,89881497,1.81,117.2345,76668128.40929931,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Bolivia,37681487,1.23,118.6765,31751430.990971252,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Bolivia,12764287,4.7,124.2543,10272712.493652131,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Bolivia,4948964,8.0,134.1947,3687898.2552962224,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Bolivia,14398363,4.12,139.7235,10304897.17191453,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Bolivia,1312962,2.9,143.7755,913202.875316031,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Bolivia,220414,2.8,147.8012,149128.69448962525,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Brazil,1376018,0.12,108.6937,1265959.2966289674,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Brazil,1331944,1.26,110.0632,1210162.8882314889,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Brazil,1389064,2.13,112.4076,1235738.5087841037,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Brazil,755231,2.44,115.1503,655865.4211061543,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Brazil,1366062,1.81,117.2345,1165238.9015178978,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Brazil,1184373,1.23,118.6765,997984.4366829153,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Brazil,1937679,4.7,124.2543,1559446.2324442696,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Brazil,979061,8.0,134.1947,729582.4648812509,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Brazil,1499556,4.12,139.7235,1073231.0599147603,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Brazil,1293840,2.9,143.7755,899902.9737333553,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Brazil,2891765,2.8,147.8012,1956523.3570498752,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Chile,54513090,1.26,110.0632,49528897.94227317,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Chile,174339085,2.13,112.4076,155095460.62721738,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Chile,173726179,2.44,115.1503,150869063.3024838,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Chile,136032842,1.81,117.2345,116034820.80786799,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Chile,158051532,1.23,118.6765,133178457.40310845,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Chile,224685115,4.7,124.2543,180826832.55227384,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Chile,204986482,8.0,134.1947,152753038.68185553,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Chile,185197486,4.12,139.7235,132545696.32166387,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Chile,249501234,2.9,143.7755,173535292.17425779,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Chile,213030176,2.8,147.8012,144132913.670525,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Colombia,1668908,0.12,108.6937,1535422.936195934,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Colombia,3131741,1.26,110.0632,2845402.4596777125,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Colombia,1097501,2.13,112.4076,976358.3601108821,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Colombia,1348055,2.44,115.1503,1170691.6959834234,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Colombia,82369,1.81,117.2345,70260.03437554644,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Colombia,1186275,1.23,118.6765,999587.1128656474,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Colombia,8554451,4.7,124.2543,6884631.7592228195,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Colombia,9452022,8.0,134.1947,7043513.6410007235,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Colombia,6179377,4.12,139.7235,4422575.3005042095,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Colombia,16537831,2.9,143.7755,11502537.63680182,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Colombia,15169759,2.8,147.8012,10263623.705355573,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Ecuador,9338,0.12,108.6937,8591.114296412763,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Ecuador,71858,1.26,110.0632,65287.94365419142,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Ecuador,357923,2.13,112.4076,318415.30287987646,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Ecuador,15134,1.81,117.2345,12909.169229194478,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Ecuador,897881,1.23,118.6765,756578.5981217849,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Ecuador,487118,4.7,124.2543,392033.1127373459,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Ecuador,1462861,8.0,134.1947,1090103.4094491063,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Ecuador,2957,4.12,139.7235,2116.3225942665335,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Ecuador,398055,2.9,143.7755,276858.71375860285,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Ecuador,415500,2.8,147.8012,281120.85693485575,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2015,,Peru,185125954,0.12,108.6937,170318936.6081015,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Peru,332948170,1.26,110.0632,302506350.8965758,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2017,,Peru,243200923,2.13,112.4076,216356298.86235452,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2018,,Peru,190107960,2.44,115.1503,165095496.92879653,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2019,,Peru,42339339,1.81,117.2345,36115084.72335362,Unknown
