HS Code,Commodity Name,Year,Month,Country,Nominal Value,Annual Inflation Rate,CPI,Real Value,Category Type
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2020,,Peru,63550814,1.23,118.6765,53549619.34334093,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2021,,Peru,39092793,4.7,124.2543,31461923.6517368,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2022,,Peru,35977892,8.0,134.1947,26810218.287309404,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2023,,Peru,45112894,4.12,139.7235,32287263.058826897,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Peru,64468515,2.9,143.7755,44839708.43432991,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2025,,Peru,66459972,2.8,147.8012,44965786.47534662,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2024,,Uruguay,232741,2.9,143.7755,161878.0668472723,Unknown
7106,"Silver (incl Prec Plated), Unwr, Semimfr Or Powder",2016,,Venezuela,43301,1.26,110.0632,39341.941720756804,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2015,,Brazil,5782350,0.12,108.6937,5319857.544641501,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2016,,Brazil,423746,1.26,110.0632,385002.4349646385,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2017,,Brazil,1836332,2.13,112.4076,1633636.8715282597,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2018,,Brazil,251798,2.44,115.1503,218668.99174383393,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2019,,Brazil,735644,1.81,117.2345,627497.8781843228,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2020,,Brazil,6446,1.23,118.6765,5431.5723837491,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2021,,Brazil,6656,4.7,124.2543,5356.756265175531,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2024,,Brazil,34138,2.9,143.7755,23743.96194066444,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2025,,Brazil,42445,2.8,147.8012,28717.628814921663,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2017,,Colombia,8253,2.13,112.4076,7342.030254182102,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2020,,Colombia,4829,1.23,118.6765,4069.0448403854175,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2021,,Colombia,13396,4.7,124.2543,10781.115824563012,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2023,,Colombia,15127,4.12,139.7235,10826.382104656697,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2024,,Colombia,37141,2.9,143.7755,25832.634906503547,Unknown
8105,"Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",2025,,Colombia,7254,2.8,147.8012,4907.943913851849,Unknown
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2015,,Brazil,2350796,0.12,108.6937,2162771.163370094,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2016,,Brazil,275952,1.26,110.0632,250721.4037026,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2017,,Brazil,411706,2.13,112.4076,366261.7118415481,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2018,,Brazil,2543726,2.44,115.1503,2209048.521801506,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2019,,Brazil,4637411,1.81,117.2345,3955670.8989248043,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2020,,Brazil,327632,1.23,118.6765,276071.50531065546,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2021,,Brazil,135000,4.7,124.2543,108648.15141206382,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2022,,Brazil,136549,8.0,134.1947,101754.39119428709,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2023,,Brazil,242855,4.12,139.7235,173811.13413276937,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2024,,Brazil,47408,2.9,143.7755,32973.6290258076,Ore / Raw
2602,Manganese Ores A Concntrts Inc Ferr Mangn Iron Ore,2025,,Brazil,544350,2.8,147.8012,368298.76888685615,Ore / Raw
2604,Nickel Ores And Concentrates,2015,,Brazil,8693,0.12,108.6937,7997.703638757352,Ore / Raw
2604,Nickel Ores And Concentrates,2023,,Brazil,126293,4.12,139.7235,90387.80162249014,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2015,,Bolivia,4913,0.12,108.6937,4520.0411799395915,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2015,,Brazil,20167502,0.12,108.6937,18554435.077653993,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2016,,Brazil,26753696,1.26,110.0632,24307576.010873754,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2017,,Brazil,3867674,2.13,112.4076,3440758.454054708,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2019,,Brazil,26744,1.81,117.2345,22812.397374493004,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2022,,Colombia,11800,8.0,134.1947,8793.193769947695,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2018,,Venezuela,80000,2.44,115.1503,69474.41734845676,Ore / Raw
2615,"Niobium, Tantalum, Vanadium & Zirconium Ore & Conc",2019,,Venezuela,1242276,1.81,117.2345,1059650.5294943042,Ore / Raw
2820,Manganese Oxides,2019,,Bolivia,41742,1.81,117.2345,35605.559796817484,Unknown
2820,Manganese Oxides,2015,,Brazil,663284,0.12,108.6937,610232.2397710263,Unknown
2820,Manganese Oxides,2016,,Brazil,1708706,1.26,110.0632,1552477.1222352248,Unknown
2820,Manganese Oxides,2017,,Brazil,1285589,2.13,112.4076,1143685.1244933617,Unknown
2820,Manganese Oxides,2018,,Brazil,1960025,2.44,115.1503,1702144.935792612,Unknown
2820,Manganese Oxides,2019,,Brazil,2923888,1.81,117.2345,2494050.8126873914,Unknown
2820,Manganese Oxides,2020,,Brazil,2632829,1.23,118.6765,2218492.287858169,Unknown
2820,Manganese Oxides,2021,,Brazil,2422909,4.7,124.2543,1949959.8806640897,Unknown
2820,Manganese Oxides,2022,,Brazil,343724,8.0,134.1947,256138.28265944927,Unknown
2820,Manganese Oxides,2023,,Brazil,1698104,4.12,139.7235,1215331.7086961032,Unknown
2820,Manganese Oxides,2024,,Brazil,1014623,2.9,143.7755,705699.510695494,Unknown
2820,Manganese Oxides,2025,,Brazil,853126,2.8,147.8012,577211.8223668007,Unknown
2820,Manganese Oxides,2022,,Colombia,44063,8.0,134.1947,32835.126871627566,Unknown
2820,Manganese Oxides,2023,,Colombia,2386375,4.12,139.7235,1707926.726713831,Unknown
2820,Manganese Oxides,2024,,Colombia,10136650,2.9,143.7755,7050331.941116533,Unknown
2820,Manganese Oxides,2025,,Colombia,14529110,2.8,147.8012,9830170.526355673,Unknown
2820,Manganese Oxides,2018,,Peru,271018,2.44,115.1503,235360.22051180067,Unknown
2820,Manganese Oxides,2019,,Peru,466314,1.81,117.2345,397761.7510203908,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2015,,Brazil,176291,0.12,108.6937,162190.63294376765,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2016,,Brazil,34342,1.26,110.0632,31202.072990790748,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2022,,Brazil,348808,8.0,134.1947,259926.80783965383,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2023,,Brazil,282396,4.12,139.7235,202110.59700050458,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2024,,Brazil,296135,2.9,143.7755,205970.4191604272,Unknown
2824,Lead Oxides; Red Lead And Orange Lead,2025,,Brazil,238969,2.8,147.8012,161682.71976140924,Unknown
7501,"Nickle Mattes, Nickle Oxide Sinters, Oth Int Prod",2025,,Peru,4488,2.8,147.8012,3036.511205592377,Compound
7502,"Nickle, Unwrought",2015,,Brazil,83172363,0.12,108.6937,76519948.25827073,Compound
7502,"Nickle, Unwrought",2016,,Brazil,24741673,1.26,110.0632,22479514.49712529,Compound
7502,"Nickle, Unwrought",2017,,Brazil,20014689,2.13,112.4076,17805458.883563034,Compound
7502,"Nickle, Unwrought",2018,,Brazil,14087274,2.44,115.1503,12233814.414725797,Compound
7502,"Nickle, Unwrought",2019,,Brazil,2053068,1.81,117.2345,1751248.9924041133,Compound
7502,"Nickle, Unwrought",2021,,Brazil,14021150,4.7,124.2543,11284237.245713025,Compound
7502,"Nickle, Unwrought",2022,,Brazil,4284849,8.0,134.1947,3193009.112878526,Compound
7502,"Nickle, Unwrought",2023,,Brazil,25596790,4.12,139.7235,18319602.64379292,Compound
7502,"Nickle, Unwrought",2024,,Brazil,28789,2.9,143.7755,20023.578426087894,Compound
7502,"Nickle, Unwrought",2025,,Brazil,8623492,2.8,147.8012,5834520.964647107,Compound
7502,"Nickle, Unwrought",2020,,Colombia,2253524,1.23,118.6765,1898879.7276630164,Compound
7502,"Nickle, Unwrought",2022,,Colombia,796176,8.0,134.1947,593299.1392357522,Compound
7502,"Nickle, Unwrought",2023,,Peru,609507,4.12,139.7235,436223.6846342956,Compound
7502,"Nickle, Unwrought",2018,,Uruguay,4410,2.44,115.1503,3829.7772563336785,Compound
8111,"Manganese And Artcles Thereof, Inc Waste And Scrap",2025,,Brazil,669184,2.8,147.8012,452759.5175140662,Unknown
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2015,,Argentina,307402,0.12,108.6937,282814.91935595166,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2021,,Argentina,2885,4.7,124.2543,2321.8512357318823,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2023,,Argentina,2177,4.12,139.7235,1558.0772024748878,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2015,,Brazil,39743564,0.12,108.6937,36564735.582651064,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2016,,Brazil,53634967,1.26,110.0632,48731062.6985223,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2017,,Brazil,53402888,2.13,112.4076,47508253.89030635,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2018,,Brazil,68371978,2.44,115.1503,59376291.681393795,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2019,,Brazil,61681913,1.81,117.2345,52614130.65266624,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2020,,Brazil,32781886,1.23,118.6765,27622895.85554006,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2021,,Brazil,40043684,4.7,124.2543,32227201.795028422,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2022,,Brazil,79508723,8.0,134.1947,59248780.31695737,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2023,,Brazil,88979291,4.12,139.7235,63682409.18671519,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2024,,Brazil,98531699,2.9,143.7755,68531633.69280581,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2025,,Brazil,65810716,2.8,147.8012,44526509.93361353,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2015,,Chile,55743904,0.12,108.6937,51285312.76421724,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2016,,Chile,52240578,1.26,110.0632,47464164.2256449,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2017,,Chile,57241927,2.13,112.4076,50923538.088171974,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2018,,Chile,55742577,2.44,115.1503,48408538.232206084,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2019,,Chile,50899822,1.81,117.2345,43417101.62110983,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2020,,Chile,28194340,1.23,118.6765,23757306.627681132,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2021,,Chile,25310826,4.7,124.2543,20370181.152684454,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2022,,Chile,8593082,8.0,134.1947,6403443.653139803,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2023,,Chile,35226290,4.12,139.7235,25211428.28514888,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2024,,Chile,18445606,2.9,143.7755,12829450.080159694,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2025,,Chile,52785671,2.8,147.8012,35713966.46305984,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2025,,Colombia,40100,2.8,147.8012,27131.038178309784,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2022,,Ecuador,55640,8.0,134.1947,41462.144183041506,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2019,,French Guiana,31551,1.81,117.2345,26912.726202611007,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2015,,Peru,800917,0.12,108.6937,736856.873949456,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2021,,Peru,478788,4.7,124.2543,385329.1193946608,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2022,,Peru,130968,8.0,134.1947,97595.50861546691,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2023,,Peru,48850,4.12,139.7235,34961.90690900242,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2024,,Peru,30419,2.9,143.7755,21157.290358927632,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2025,,Peru,32966,2.8,147.8012,22304.284403644895,Refined / Articles
8112,"Beryllium,chromium,hafnium,rhenium Etc & Articles",2016,,Venezuela,6898,1.26,110.0632,6267.30823744903,Refined / Articles
2608,Zinc Ores And Concentrates,2017,,Peru,14890085,2.13,112.4076,13246510.91207356,Ore / Raw
2608,Zinc Ores And Concentrates,2020,,Peru,4354208,1.23,118.6765,3668972.3744802047,Ore / Raw
2608,Zinc Ores And Concentrates,2021,,Peru,11290372,4.7,124.2543,9086504.048552042,Ore / Raw
2608,Zinc Ores And Concentrates,2022,,Peru,8257768,8.0,134.1947,6153572.384006223,Ore / Raw
2608,Zinc Ores And Concentrates,2023,,Peru,4275549,4.12,139.7235,3060007.0854222807,Ore / Raw
2608,Zinc Ores And Concentrates,2024,,Peru,29060975,2.9,143.7755,20212744.86960574,Ore / Raw
2608,Zinc Ores And Concentrates,2025,,Peru,26130827,2.8,147.8012,17679712.34333686,Ore / Raw
2609,Tin Ores And Concentrates,2018,,Brazil,156000,2.44,115.1503,135475.11382949067,Ore / Raw
2817,Zinc Oxide And Zinc Peroxide,2018,,Brazil,325187,2.44,115.1503,282402.21692865755,Unknown
2817,Zinc Oxide And Zinc Peroxide,2020,,Brazil,28120,1.23,118.6765,23694.665751012202,Unknown
2817,Zinc Oxide And Zinc Peroxide,2021,,Brazil,9065,4.7,124.2543,7295.522167039692,Unknown
2817,Zinc Oxide And Zinc Peroxide,2022,,Brazil,49050,8.0,134.1947,36551.36901829953,Unknown
2817,Zinc Oxide And Zinc Peroxide,2023,,Brazil,98400,4.12,139.7235,70424.80327217684,Unknown
2817,Zinc Oxide And Zinc Peroxide,2024,,Brazil,35429,2.9,143.7755,24641.88961262524,Unknown
2817,Zinc Oxide And Zinc Peroxide,2015,,Peru,3224232,0.12,108.6937,2966346.715587012,Unknown
2817,Zinc Oxide And Zinc Peroxide,2016,,Peru,8824201,1.26,110.0632,8017394.551494051,Unknown
2817,Zinc Oxide And Zinc Peroxide,2017,,Peru,2187879,2.13,112.4076,1946379.960073874,Unknown
2817,Zinc Oxide And Zinc Peroxide,2018,,Peru,7143850,2.44,115.1503,6203935.20468466,Unknown
2817,Zinc Oxide And Zinc Peroxide,2019,,Peru,7542019,1.81,117.2345,6433276.040755921,Unknown
2817,Zinc Oxide And Zinc Peroxide,2020,,Peru,8644692,1.23,118.6765,7284249.198451251,Unknown
2817,Zinc Oxide And Zinc Peroxide,2021,,Peru,14345267,4.7,124.2543,11545086.970833203,Unknown
2817,Zinc Oxide And Zinc Peroxide,2022,,Peru,19944528,8.0,134.1947,14862381.30119893,Unknown
2817,Zinc Oxide And Zinc Peroxide,2023,,Peru,17011506,4.12,139.7235,12175121.57940504,Unknown
2817,Zinc Oxide And Zinc Peroxide,2024,,Peru,18083511,2.9,143.7755,12577602.58180288,Unknown
2817,Zinc Oxide And Zinc Peroxide,2025,,Peru,15977378,2.8,147.8012,10810046.197189197,Unknown
7901,"Zinc, Unwrought",2020,,Argentina,33220,1.23,118.6765,27992.06245549877,Compound
7901,"Zinc, Unwrought",2024,,Argentina,143803,2.9,143.7755,100019.12704181172,Compound
7901,"Zinc, Unwrought",2018,,Brazil,1577745,2.44,115.1503,1370161.4324930112,Compound
7901,"Zinc, Unwrought",2019,,Brazil,28309776,1.81,117.2345,24147990.56591703,Compound
7901,"Zinc, Unwrought",2020,,Brazil,46086294,1.23,118.6765,38833546.65835275,Compound
7901,"Zinc, Unwrought",2021,,Brazil,1040315,4.7,124.2543,837246.6787869716,Compound
7901,"Zinc, Unwrought",2023,,Brazil,90638272,4.12,139.7235,64869740.594817616,Compound
7901,"Zinc, Unwrought",2024,,Brazil,74111596,2.9,143.7755,51546748.924538605,Compound
7901,"Zinc, Unwrought",2025,,Brazil,878819,2.8,147.8012,594595.3077512225,Compound
7901,"Zinc, Unwrought",2016,,Colombia,2878,1.26,110.0632,2614.8612797011174,Compound
7901,"Zinc, Unwrought",2017,,Colombia,31897,2.13,112.4076,28376.19520388301,Compound
7901,"Zinc, Unwrought",2019,,Colombia,3700,1.81,117.2345,3156.0675398453527,Compound
7901,"Zinc, Unwrought",2025,,Colombia,248826,2.8,147.8012,168351.81311112494,Compound
7901,"Zinc, Unwrought",2015,,Peru,66353097,0.12,108.6937,61045945.625183426,Compound
7901,"Zinc, Unwrought",2016,,Peru,133062501,1.26,110.0632,120896449.49447227,Compound
7901,"Zinc, Unwrought",2017,,Peru,156065710,2.13,112.4076,138839108.74353692,Compound
7901,"Zinc, Unwrought",2018,,Peru,138679112,2.44,115.1503,120433131.30751723,Compound
7901,"Zinc, Unwrought",2019,,Peru,153239577,1.81,117.2345,130712014.8079277,Compound
7901,"Zinc, Unwrought",2020,,Peru,98806538,1.23,118.6765,83257037.408417,Compound
7901,"Zinc, Unwrought",2021,,Peru,105982598,4.7,124.2543,85294913.73739178,Compound
7901,"Zinc, Unwrought",2022,,Peru,184400867,8.0,134.1947,137412928.37943673,Compound
7901,"Zinc, Unwrought",2023,,Peru,193612789,4.12,139.7235,138568522.11689517,Compound
7901,"Zinc, Unwrought",2024,,Peru,185300178,2.9,143.7755,128881609.17541584,Compound
7901,"Zinc, Unwrought",2025,,Peru,288093754,2.8,147.8012,194919766.55128646,Compound
8001,"Tin, Unwrought",2015,,Bolivia,97033492,0.12,108.6937,89272415.97259086,Compound
8001,"Tin, Unwrought",2016,,Bolivia,106525775,1.26,110.0632,96786005.67673847,Compound
8001,"Tin, Unwrought",2017,,Bolivia,132839918,2.13,112.4076,118176989.81207676,Compound
8001,"Tin, Unwrought",2018,,Bolivia,129650692,2.44,115.1503,112592578.56905279,Compound
8001,"Tin, Unwrought",2019,,Bolivia,115119766,1.81,117.2345,98196150.45059262,Compound
8001,"Tin, Unwrought",2020,,Bolivia,86802567,1.23,118.6765,73142169.67975968,Compound
8001,"Tin, Unwrought",2021,,Bolivia,192413558,4.7,124.2543,154854647.28383645,Compound
8001,"Tin, Unwrought",2022,,Bolivia,372514820,8.0,134.1947,277592796.13874465,Compound
8001,"Tin, Unwrought",2023,,Bolivia,198732824,4.12,139.7235,142232927.17402583,Compound
8001,"Tin, Unwrought",2024,,Bolivia,261859190,2.9,143.7755,182130606.39677832,Compound
8001,"Tin, Unwrought",2025,,Bolivia,242570042,2.8,147.8012,164119128.93806005,Compound
8001,"Tin, Unwrought",2015,,Brazil,49579221,0.12,108.6937,45613702.54209765,Compound
8001,"Tin, Unwrought",2016,,Brazil,38049436,1.26,110.0632,34570534.02045371,Compound
8001,"Tin, Unwrought",2017,,Brazil,36141322,2.13,112.4076,32152027.08713646,Compound
8001,"Tin, Unwrought",2018,,Brazil,56924140,2.44,115.1503,49434643.24452476,Compound
8001,"Tin, Unwrought",2019,,Brazil,58458444,1.81,117.2345,49864539.87520739,Compound
8001,"Tin, Unwrought",2020,,Brazil,52958210,1.23,118.6765,44624007.280295596,Compound
8001,"Tin, Unwrought",2021,,Brazil,105098385,4.7,124.2543,84583298.12328427,Compound
8001,"Tin, Unwrought",2022,,Brazil,147892488,8.0,134.1947,110207398.65285291,Compound
8001,"Tin, Unwrought",2023,,Brazil,75934251,4.12,139.7235,54346084.23064123,Compound
8001,"Tin, Unwrought",2024,,Brazil,71661371,2.9,143.7755,49842546.88733477,Compound
8001,"Tin, Unwrought",2025,,Brazil,43184778,2.8,147.8012,29218151.138150435,Compound
8001,"Tin, Unwrought",2019,,Chile,1183652,1.81,117.2345,1009644.771803522,Compound
8001,"Tin, Unwrought",2020,,Chile,777613,1.23,118.6765,655237.5575619435,Compound
8001,"Tin, Unwrought",2021,,Chile,9599879,4.7,124.2543,7725993.386144383,Compound
8001,"Tin, Unwrought",2022,,Chile,1718328,8.0,134.1947,1280473.819010736,Compound
8001,"Tin, Unwrought",2023,,Chile,1221200,4.12,139.7235,874011.8877640483,Compound
8001,"Tin, Unwrought",2024,,Chile,3869571,2.9,143.7755,2691398.0476506776,Compound
8001,"Tin, Unwrought",2025,,Chile,980831,2.8,147.8012,663615.0450740589,Compound
8001,"Tin, Unwrought",2020,,Colombia,2105,1.23,118.6765,1773.72942410671,Compound
8001,"Tin, Unwrought",2015,,Peru,121146930,0.12,108.6937,111457177.37090558,Compound
8001,"Tin, Unwrought",2016,,Peru,120749875,1.26,110.0632,109709580.49556983,Compound
8001,"Tin, Unwrought",2017,,Peru,157825286,2.13,112.4076,140404461.97588065,Compound
8001,"Tin, Unwrought",2018,,Peru,139750294,2.44,115.1503,121363378.12406914,Compound
8001,"Tin, Unwrought",2019,,Peru,154673249,1.81,117.2345,131934924.44630207,Compound
8001,"Tin, Unwrought",2020,,Peru,157436909,1.23,118.6765,132660559.58846107,Compound
8001,"Tin, Unwrought",2021,,Peru,354309648,4.7,124.2543,285148802.09377056,Compound
8001,"Tin, Unwrought",2022,,Peru,320797055,8.0,134.1947,239053446.22403118,Compound
8001,"Tin, Unwrought",2023,,Peru,255520664,4.12,139.7235,182875939.9814634,Compound
8001,"Tin, Unwrought",2024,,Peru,282171396,2.9,143.7755,196258330.5222378,Compound
8001,"Tin, Unwrought",2025,,Peru,459935727,2.8,147.8012,311185380.7682211,Compound
8002,Tin Waste And Scrap,2018,,Brazil,90193,2.44,115.1503,78326.326548867,Compound
8002,Tin Waste And Scrap,2024,,Ecuador,37036,2.9,143.7755,25759.604383222457,Compound
8002,Tin Waste And Scrap,2018,,Peru,385405,2.44,115.1503,334697.3477272747,Compound
